"Año","Mes","Nacionalidad","Codigo M49","Femenino","Masculino","Indefinido","Total","Ubicación PCM"
"2019","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","14","19",,"33","(4.815061,-75.736532)"
"2019","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","0",,"5","(6.17134,-75.427194)"
"2019","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,790","1,770",,"3,560","(6.171601,-75.427454)"
"2019","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","54","46",,"100","(6.185799,-67.483929)"
"2019","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,073","953",,"2,026","(7.088729,-70.740253)"
"2019","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","17","21",,"38","(7.128456,-73.183637)"
"2019","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","39,366","29,801",,"69,167","(7.818934,-72.453226)"
"2019","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","13",,"16","(7.927209,-72.507910)"
"2019","Agosto","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,831","2,066",,"4,897","(8.36068,-72.409396)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","90","87",,"177","(0.25129,-76.875963)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","1",,"2","(0.812436,-77.847006)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,037","3,804",,"7,841","(0.814836,-77.662532)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","4",,"4","(1.813928,-78.763924)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","49","53",,"102","(10.408582,-75.538003)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","316","315",,"631","(10.445761,-75.516429)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","471","529",,"1,000","(10.886611,-74.776708)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","6",,"11","(11.117806,-74.232622)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(11.247723,-74.213989)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5,789","4,931",,"10,722","(11.360009,-72.129330)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","161","132",,"293","(11.528919,-72.919681)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","4",,"9","(12.586067,-81.702563)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","229","263",,"492","(3.541112,-76.384584)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","14","17",,"31","(3.866713,-67.927521)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","15",,"19","(-4.197703,-69.941278)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","7","6",,"13","(-4.223468,-69.945098)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","0",,"1","(4.452882,-75.766298)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","12,436","11,352",,"23,789","(4.697144,-74.140516)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","15","14",,"29","(4.815061,-75.736532)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,432","1,537",,"2,970","(6.171601,-75.427454)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","56","56",,"112","(6.185799,-67.483929)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","462","416",,"878","(7.088729,-70.740253)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","8","7",,"15","(7.128456,-73.183637)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","13,257","11,294",,"24,552","(7.818934,-72.453226)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","31",,"35","(7.927209,-72.507910)"
"2019","Septiembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,531","1,293",,"2,824","(8.36068,-72.409396)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","80","105",,"185","(0.25129,-76.875963)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,619","4,653",,"9,273","(0.814836,-77.662532)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","7","21",,"28","(1.813928,-78.763924)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","24","16",,"40","(10.408582,-75.538003)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","381","371",,"752","(10.445761,-75.516429)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","277","317",,"594","(10.886611,-74.776708)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(10.971302,-74.765397)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6","31",,"37","(11.117806,-74.232622)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(11.247723,-74.213989)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5,003","4,576",,"9,580","(11.360009,-72.129330)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","106","98",,"204","(11.528919,-72.919681)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","3",,"3","(12.165168,-71.983761)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","1",,"3","(12.586067,-81.702563)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","265","217",,"482","(3.541112,-76.384584)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","17","23",,"40","(3.866713,-67.927521)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","4",,"9","(-4.197703,-69.941278)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","6",,"7","(-4.223468,-69.945098)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","2",,"5","(4.452882,-75.766298)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","10,456","9,899",,"20,356","(4.697144,-74.140516)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","11","20",,"31","(4.815061,-75.736532)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,108","1,226",,"2,334","(6.171601,-75.427454)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","39","37",,"76","(6.185799,-67.483929)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","406","355",,"761","(7.088729,-70.740253)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","9","11",,"20","(7.128456,-73.183637)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","11,586","9,876",,"21,462","(7.818934,-72.453226)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","15",,"19","(7.927209,-72.507910)"
"2019","Octubre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,383","1,053",,"2,436","(8.36068,-72.409396)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","45","33",,"79","(0.25129,-76.875963)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5,967","5,898",,"11,865","(0.814836,-77.662532)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","25",,"29","(1.813928,-78.763924)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","23","23",,"46","(10.408582,-75.538003)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","355","338",,"693","(10.445761,-75.516429)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","230","287",,"517","(10.886611,-74.776708)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","0",,"1","(10.971302,-74.765397)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","23",,"23","(11.117806,-74.232622)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,618","4,093",,"8,711","(11.360009,-72.129330)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","125","119",,"244","(11.528919,-72.919681)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","14",,"14","(12.5744111,-81.703935)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","7",,"12","(12.586067,-81.702563)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","195","176",,"371","(3.541112,-76.384584)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","16","16",,"32","(3.866713,-67.927521)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6","7",,"13","(-4.197703,-69.941278)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","7","5",,"12","(-4.223468,-69.945098)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","1",,"3","(4.452882,-75.766298)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","10,244","10,040",,"20,285","(4.697144,-74.140516)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","10","36",,"46","(4.815061,-75.736532)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,084","1,006",,"2,090","(6.171601,-75.427454)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","51","37",,"88","(6.185799,-67.483929)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","375","366",,"741","(7.088729,-70.740253)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","20","13",,"33","(7.128456,-73.183637)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","14,680","11,661",,"26,341","(7.818934,-72.453226)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","16",,"18","(7.927209,-72.507910)"
"2019","Noviembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,089","885",,"1,974","(8.36068,-72.409396)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","56","50",,"106","(0.25129,-76.875963)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","7,268","7,997",,"15,266","(0.814836,-77.662532)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","9",,"12","(1.813928,-78.763924)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","19","31",,"50","(10.408582,-75.538003)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","5",,"8","(10.433609,-73.247863)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","544","542",,"1,086","(10.445761,-75.516429)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","286","329",,"615","(10.886611,-74.776708)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(10.971302,-74.765397)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","11",,"16","(11.117806,-74.232622)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5,975","4,935",,"10,910","(11.360009,-72.129330)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","163","155",,"318","(11.528919,-72.919681)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","12","4",,"16","(12.586067,-81.702563)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","382","370",,"752","(3.541112,-76.384584)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","21","17",,"38","(3.866713,-67.927521)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","7","4",,"11","(-4.197703,-69.941278)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","11","5",,"16","(-4.223468,-69.945098)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","4",,"6","(4.452882,-75.766298)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","12,877","12,285",,"25,162","(4.697144,-74.140516)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","15","20",,"35","(4.815061,-75.736532)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,721","1,799",,"3,520","(6.171601,-75.427454)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","56","42",,"98","(6.185799,-67.483929)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","431","366",,"797","(7.088729,-70.740253)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","15","16",,"31","(7.128456,-73.183637)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","17,673","13,185",,"30,860","(7.818934,-72.453226)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","21",,"26","(7.927209,-72.507910)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,121","883",,"2,004","(8.36068,-72.409396)"
"2019","Diciembre","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","0",,"4","(8.635765,-77.346578)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(-0.193180,-74.784874)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","26","21",,"47","(0.25129,-76.875963)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,553","4,360",,"8,913","(0.814836,-77.662532)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","7","16",,"23","(1.813928,-78.763924)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","36","40",,"76","(10.408582,-75.538003)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","771","717",,"1,488","(10.445761,-75.516429)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","457","443",,"900","(10.886611,-74.776708)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(10.971302,-74.765397)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","2",,"5","(11.117806,-74.232622)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,043","4,027",,"8,071","(11.360009,-72.129330)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","242","189",,"431","(11.528919,-72.919681)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","13","11",,"24","(12.586067,-81.702563)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","209","225",,"434","(3.541112,-76.384584)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","16","24",,"40","(3.866713,-67.927521)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","7",,"9","(-4.197703,-69.941278)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","8","7",,"15","(-4.223468,-69.945098)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","4",,"7","(4.452882,-75.766298)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","11,536","10,179",,"21,715","(4.697144,-74.140516)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","14","23",,"37","(4.815061,-75.736532)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","8",,"12","(6.17134,-75.427194)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,319","1,260",,"2,579","(6.171601,-75.427454)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","38","50",,"88","(6.185799,-67.483929)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","432","374",,"806","(7.088729,-70.740253)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","10","12",,"22","(7.128456,-73.183637)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","14,601","13,432",,"28,036","(7.818934,-72.453226)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","9",,"12","(7.927209,-72.507910)"
"2020","Enero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,275","1,069",,"2,344","(8.36068,-72.409396)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(-0.193180,-74.784874)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","27","28",,"55","(0.25129,-76.875963)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","1",,"3","(0.812436,-77.847006)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3,845","3,650",,"7,496","(0.814836,-77.662532)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","27",,"31","(1.813928,-78.763924)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","32","25",,"57","(10.408582,-75.538003)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","405","359",,"764","(10.445761,-75.516429)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","237","287",,"525","(10.886611,-74.776708)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(10.971302,-74.765397)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","9",,"12","(11.117806,-74.232622)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3,614","3,270",,"6,884","(11.360009,-72.129330)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","101","95",,"196","(11.528919,-72.919681)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","10","8",,"18","(12.586067,-81.702563)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","178","190",,"368","(3.541112,-76.384584)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","29","15",,"44","(3.866713,-67.927521)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","6",,"8","(-4.197703,-69.941278)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","7","5",,"12","(-4.223468,-69.945098)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","2",,"4","(4.452882,-75.766298)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","9,580","9,192",,"18,773","(4.697144,-74.140516)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","10","31",,"41","(4.815061,-75.736532)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","864","932",,"1,796","(6.171601,-75.427454)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","41","41",,"82","(6.185799,-67.483929)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","327","298",,"625","(7.088729,-70.740253)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","14","11",,"25","(7.128456,-73.183637)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","11,785","10,060",,"21,845","(7.818934,-72.453226)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","186","163",,"349","(7.916725,-72.462544)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","11",,"12","(7.927209,-72.507910)"
"2020","Febrero","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","821","646",,"1,467","(8.36068,-72.409396)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(-0.193180,-74.784874)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","16","13",,"29","(0.25129,-76.875963)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2,313","2,283",,"4,596","(0.814836,-77.662532)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","2",,"6","(1.813928,-78.763924)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","30",,"32","(10.408582,-75.538003)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","131","135",,"266","(10.445761,-75.516429)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","141","150",,"291","(10.886611,-74.776708)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1,465","1,173",,"2,638","(11.360009,-72.129330)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","2",,"6","(12.586067,-81.702563)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","88","81",,"169","(3.541112,-76.384584)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","22","12",,"34","(3.866713,-67.927521)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","6",,"10","(-4.197703,-69.941278)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6","5",,"11","(-4.223468,-69.945098)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","2",,"4","(4.452882,-75.766298)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4,525","4,427",,"8,952","(4.697144,-74.140516)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6","19",,"25","(4.815061,-75.736532)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","366","410",,"776","(6.171601,-75.427454)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","21","19",,"40","(6.185799,-67.483929)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","132","92",,"224","(7.088729,-70.740253)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","4","13",,"17","(7.128456,-73.183637)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5,013","4,184",,"9,197","(7.818934,-72.453226)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","590","501",,"1,091","(7.916725,-72.462544)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","3",,"4","(7.927209,-72.507910)"
"2020","Marzo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","420","345",,"765","(8.36068,-72.409396)"
"2020","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","1",,"2","(0.814836,-77.662532)"
"2020","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(11.360009,-72.129330)"
"2020","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","1",,"6","(3.866713,-67.927521)"
"2020","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","11",,"13","(4.697144,-74.140516)"
"2020","Abril","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","1",,"2","(6.185799,-67.483929)"
"2020","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","14",,"14","(1.813928,-78.763924)"
"2020","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(10.886611,-74.776708)"
"2020","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","6","29",,"35","(4.697144,-74.140516)"
"2020","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(6.171601,-75.427454)"
"2020","Mayo","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","4",,"6","(7.818934,-72.453226)"
"2020","Junio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","0",,"3","(0.814836,-77.662532)"
"2020","Junio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(10.445761,-75.516429)"
"2020","Junio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","4",,"4","(10.886611,-74.776708)"
"2020","Junio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","1",,"3","(11.360009,-72.129330)"
"2020","Junio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","1",,"2","(3.866713,-67.927521)"
"2020","Junio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","17","47",,"64","(4.697144,-74.140516)"
"2020","Junio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","3","2",,"5","(6.185799,-67.483929)"
"2020","Junio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","9",,"10","(7.128456,-73.183637)"
"2020","Junio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","2","3",,"5","(7.818934,-72.453226)"
"2020","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","5","3",,"8","(0.814836,-77.662532)"
"2020","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","15",,"15","(1.813928,-78.763924)"
"2020","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","5",,"5","(10.886611,-74.776708)"
"2020","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","2",,"2","(12.165168,-71.983761)"
"2020","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","1","2",,"3","(3.866713,-67.927521)"
"2020","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","9","29",,"38","(4.697144,-74.140516)"
"2020","Julio","VENEZUELA (REPÚBLICA BOLIVARIANA DE)","862","0","1",,"1","(6.171601,-75.427454)"
